SLC35F3, 12786, 5.897106
ZNF232, 15907, 5.896105
REPS1, 11532, 5.888335
CTNNAL1, 3172, 5.886118
LRRC20, 7726, 5.885274
RAB11FIP5, 11216, 5.883404
ERCC4, 4281, 5.877583
GPR108, 5524, 5.876722
RTEL1, 12035, 5.874192
LOC100133091, 7501, 5.872818
OSBPL1A, 9682, 5.871963
GFRA2, 5243, 5.867253
ETS2, 4342, 5.867034
CBX7, 2006, 5.864943
ZYX, 16390, 5.863924
ING1, 6452, 5.859965
DEXI, 3535, 5.859151
GLCCI1, 5318, 5.859030
CHRD, 2589, 5.858918
CAMTA1, 1891, 5.858092
MRPL39, 8545, 5.858068
STOX2, 13539, 5.854243
ATP5F1A, 1086, 5.853999
ANXA6, 679, 5.853554
C17orf75, 1591, 5.852170
HR, 6153, 5.848583
MROH8, 8516, 5.843540
LOC100506124, 7521, 5.843120
N4BP2L1, 8825, 5.842244
RRNAD1, 11997, 5.841336
FAM13A, 4484, 5.832351
DNAJC21, 3716, 5.831421
PAQR3, 9825, 5.830705
ANXA2P3, 674, 5.826979
PARD6B, 9834, 5.821992
EML6, 4173, 5.821978
MTFP1, 8663, 5.814172
KIF15, 6908, 5.810090
PCSK1, 9979, 5.809334
CHRNA2, 2598, 5.809177
POU6F1, 10649, 5.804035
PP12613, 10651, 5.803341
FGF12, 4800, 5.802116
OR2L13, 9626, 5.801859
P2RX6, 9743, 5.801253
MAN1C1, 7946, 5.800244
TDRD1, 13939, 5.793764
SENP1, 12346, 5.788690
YOD1, 15615, 5.786622
ESYT1, 4329, 5.783682
KAT8, 6701, 5.781058
BBS1, 1259, 5.773942
ATG4D, 1046, 5.771736
SCN2B, 12218, 5.765424
ZNF25, 15915, 5.760181
SCRT1, 12239, 5.757934
ASGR1, 981, 5.756713
TMEM268, 14353, 5.754849
ARHGAP32, 815, 5.754841
MIAT, 8303, 5.752331
TIGD3, 14089, 5.750221
PRH1-TAS2R14, 10838, 5.749728
ALDH1A3, 456, 5.748498
MYO19, 8790, 5.740792
MYBPHL, 8750, 5.740607
MOB2, 8423, 5.738390
ANKS6, 649, 5.735968
CDC42EP3, 2284, 5.733557
GSTT1, 5685, 5.729248
TNNI3K, 14487, 5.727179
SMIM13, 12994, 5.725503
FAM153A, 4491, 5.725323
LINC00622, 7357, 5.722613
FBXO16, 4716, 5.716531
SORCS1, 13161, 5.716288
SSH3, 13412, 5.715319
CLOCK, 2736, 5.714995
KITLG, 6946, 5.714191
NR1D2, 9349, 5.713783
TIGAR, 14086, 5.688017
ZNF436-AS1, 16022, 5.687123
PDIA5, 10050, 5.685070
LGI3, 7278, 5.681835
DMKN, 3660, 5.680388
OCEL1, 9543, 5.678012
COL7A1, 2890, 5.674131
DCAF8, 3389, 5.672214
RPS6KB1, 11966, 5.670676
ZBED9, 15649, 5.666614
GABRB2, 5100, 5.665689
TEX29, 13992, 5.664097
GNAS, 5387, 5.662704
REEP2, 11516, 5.661634
NLK, 9202, 5.651810
TMEM266, 14351, 5.646005
EPC2, 4232, 5.644286
LURAP1L, 7834, 5.641721
MYSM1, 8815, 5.638633
OXGR1, 9728, 5.636406
PLS1, 10477, 5.634331
NEGR1, 9055, 5.631595
LRRTM3, 7785, 5.629095
HECA, 5871, 5.619651
ARHGAP9, 827, 5.619168
FIZ1, 4851, 5.618287
FANCI, 4659, 5.611423
LUZP1, 7835, 5.608580
ZNF250, 15916, 5.607536
PURB, 11150, 5.603982
SPECC1L, 13261, 5.602033
GTF3C3, 5714, 5.600869
SLU7, 12928, 5.590503
LINC01102, 7396, 5.573895
RAB40C, 11257, 5.571135
LRRN3, 7782, 5.570678
NR1D1, 9348, 5.562888
TPTE2P6, 14599, 5.562456
CRTAC1, 3072, 5.561267
TRPM2, 14756, 5.554903
USP31, 15217, 5.549917
NDUFA4, 8992, 5.546190
SDHAF2, 12263, 5.544624
EEF2, 3990, 5.541434
ZFP91, 15782, 5.540788
PDE4A, 10019, 5.540561
NMRK1, 9228, 5.539879
NR1H2, 9350, 5.539559
MSRB3, 8628, 5.535085
LRRC4, 7744, 5.532765
CNEP1R1, 2785, 5.531356
PJVK, 10336, 5.524876
PVALB, 11157, 5.524079
SLC38A11, 12800, 5.523448
RPUSD2, 11980, 5.520601
FBXO28, 4725, 5.519479
C2CD5, 1686, 5.515593
TMEM132C, 14231, 5.515243
FOXO3B, 4965, 5.511961
AARS, 17, 5.508665
PLXNA2, 10487, 5.508538
ZNF385B, 15992, 5.508154
TPBG, 14561, 5.507984
SEC16A, 12286, 5.506255
SLC29A1, 12741, 5.502500
SLC39A14, 12812, 5.501094
C12orf57, 1555, 5.500319
ANKRD24, 607, 5.499098
PPL, 10699, 5.498080
FOXP2, 4968, 5.495290
NTM, 9434, 5.492987
MARF1, 8045, 5.490265
CALML3, 1866, 5.488756
KLHL28, 6989, 5.487731
PNKD, 10523, 5.487595
TCEAL6, 13896, 5.485693
UHRF1BP1, 15117, 5.485303
LOC729737, 7653, 5.485005
SCAMP5, 12182, 5.484805
TCOF1, 13922, 5.478471
SDSL, 12276, 5.476874
PNLDC1, 10525, 5.474755
CLK4, 2728, 5.474554
HMCES, 6053, 5.473141
WFDC2, 15502, 5.469880
LIN28B, 7316, 5.469870
LYPD5, 7858, 5.467380
C17orf100, 1586, 5.466921
STH, 13502, 5.461087
SPAG5, 13213, 5.461041
OXNAD1, 9730, 5.454693
ANGPTL8, 565, 5.452463
CNOT8, 2811, 5.445807
FAM20A, 4561, 5.441982
RILP, 11658, 5.439608
BMS1P20, 1410, 5.437054
FOXRED1, 4972, 5.435543
SRRM4, 13385, 5.432683
PIK3R1, 10290, 5.430131
ITPR1, 6624, 5.423996
CLEC16A, 2700, 5.421393
RHOBTB2, 11636, 5.418486
GPR21, 5557, 5.417847
ZNF629, 16171, 5.412735
FLJ42627, 4885, 5.411559
RIMKLA, 11664, 5.410514
CAMTA2, 1892, 5.409308
ANKS1A, 646, 5.404989
ZNF584, 16131, 5.401771
FAM156B, 4497, 5.400810
ZFYVE28, 15796, 5.395526
FGF9, 4815, 5.392102
CAPS2, 1914, 5.388780
FAM131B, 4471, 5.388775
FAM106CP, 4444, 5.385555
MAT2B, 8062, 5.384936
MCF2L-AS1, 8104, 5.381691
ISCU, 6569, 5.380939
C2CD3, 1681, 5.378278
SLC35A4, 12770, 5.376130
TMPO, 14427, 5.371618
GPR161, 5545, 5.367942
FASTKD5, 4680, 5.365210
DHX33, 3587, 5.360327
COG2, 2851, 5.358763
LOC220729, 7563, 5.354069
INTS4P1, 6501, 5.352243
TTI2, 14876, 5.351891
NAT8L, 8895, 5.351554
MRPL15, 8523, 5.350756
TOMM40L, 14518, 5.349996
SMYD2, 13035, 5.347577
NFATC3, 9106, 5.344841
LNP1, 7470, 5.343131
HRH2, 6160, 5.342970
SV2A, 13638, 5.342570
IRS1, 6561, 5.342205
COQ9, 2945, 5.341147
RRS1, 12007, 5.339639
ZFAT, 15759, 5.336172
KLHDC2, 6968, 5.332335
RPP25, 11913, 5.328162
PRAG1, 10800, 5.326471
SND1-IT1, 13058, 5.325048
TBRG1, 13871, 5.324361
MFAP3, 8248, 5.323615
SDHAP1, 12266, 5.320011
UQCRHL, 15174, 5.317791
EXTL2, 4389, 5.315334
KDM3A, 6833, 5.315155
METAP2, 8216, 5.315134
UBXN10, 15083, 5.313041
FAM106A, 4443, 5.312241
FAM84A, 4629, 5.312067
THOC5, 14063, 5.304003
THEMIS, 14055, 5.303613
APPL1, 757, 5.302125
ZNF358, 15983, 5.301786
BCL3, 1300, 5.299335
MBLAC1, 8083, 5.298911
PWARSN, 11162, 5.297506
ART3, 946, 5.295406
RND1, 11715, 5.294357
DHX16, 3583, 5.293079
OLFM1, 9570, 5.292787
WDYHV1, 15497, 5.290486
DHX35, 3589, 5.287104
KCNIP3, 6753, 5.282562
NEFL, 9053, 5.282009
ZFP91, 15781, 5.281351
DNASE1L2, 3737, 5.280939
PPIL3, 10694, 5.279984
ZNF12, 15845, 5.278881
TMEM223, 14319, 5.278308
MAP4K2, 7992, 5.273811
LINC01011, 7392, 5.273073
RNF157, 11747, 5.272660
SEC31B, 12299, 5.271155
CD3G, 2234, 5.266490
PEX6, 10125, 5.266403
TAS2R10, 13791, 5.263923
KIF5A, 6931, 5.258635
ASCL1, 977, 5.258109
CYP26B1, 3286, 5.258054
CDS1, 2372, 5.255015
SLC6A7, 12872, 5.254438
CADPS2, 1852, 5.252641
MTPAP, 8694, 5.252422
FLT3, 4895, 5.251297
ELP1, 4140, 5.250585
KCNS3, 6797, 5.250556
SLC17A6, 12640, 5.249329
TCHH, 13915, 5.245887
RRN3P1, 11995, 5.243403
JAM2, 6651, 5.240512
MPP7, 8479, 5.238532
TP53TG3D, 14557, 5.238500
KLF12, 6953, 5.235214
ST8SIA5, 13462, 5.233929
TMEM169, 14264, 5.231614
PCDH7, 9905, 5.231448
SPSB3, 13329, 5.230180
TACC1, 13728, 5.228455
ZNF454, 16036, 5.227644
RET, 11540, 5.224845
SUSD5, 13632, 5.223297
RPH3A, 11837, 5.222474
FBN1, 4694, 5.218980
KDM4A, 6835, 5.214365
NCOA3, 8956, 5.213873
RNF26, 11777, 5.212198
NAP1L2, 8876, 5.210945
NRN1, 9387, 5.208786
PCID2, 9958, 5.208698
VIPR2, 15318, 5.208096
ZSCAN26, 16365, 5.206027
OSBPL5, 9685, 5.205463
IL6R, 6421, 5.203885
GGT7, 5262, 5.203729
INIP, 6461, 5.203367
PLCB1, 10389, 5.201475
STK38L, 13523, 5.200691
PIDD1, 10255, 5.200259
CHN1, 2579, 5.195842
ZNF507, 16066, 5.194233
PLEKHA5, 10416, 5.192026
ADGRL2, 283, 5.190609
RTN2, 12047, 5.189233
TNNT2, 14489, 5.189190
SMYD4, 13037, 5.188782
TRIM7, 14710, 5.187592
ANKRD16, 589, 5.186448
DCPS, 3410, 5.185711
ICA1, 6269, 5.182769
GJB5, 5302, 5.178652
WDR33, 15451, 5.177272
GSDMB, 5659, 5.176709
TMEM132E, 14233, 5.176116
MBTPS2, 8093, 5.175088
CIT, 2653, 5.171440
TMEM241, 14332, 5.168017
PIP5K1B, 10314, 5.166316
FAM3C, 4596, 5.165813
COL5A1, 2883, 5.163252
H2AFZ, 5765, 5.161320
PER1, 10103, 5.158548
JRK, 6675, 5.158111
TC2N, 13882, 5.157540
SYBU, 13650, 5.157097
PLEKHA1, 10412, 5.145223
MRPL46, 8555, 5.142468
JOSD1, 6667, 5.133612
PDZD7, 10080, 5.133429
TFB2M, 14002, 5.130001
GGA3, 5249, 5.128375
FBXL17, 4702, 5.127850
GRIN2A, 5629, 5.127355
PTPRD, 11119, 5.126005
EIF5A2, 4101, 5.125012
MTCL1, 8654, 5.123406
MCRS1, 8125, 5.121407
HIVEP2, 6016, 5.118328
MTMR2, 8684, 5.118030
NSUN5, 9418, 5.117018
CA13, 1796, 5.115253
KLHL17, 6980, 5.112021
RNF168, 11751, 5.111385
BMPER, 1400, 5.108825
CDH7, 2316, 5.108240
DPY19L1, 3808, 5.107712
FAM106A, 4442, 5.105266
TMTC4, 14440, 5.104910
SLC25A32, 12701, 5.102661
REPIN1, 11531, 5.101758
CAMKK2, 1884, 5.097886
DAPK3, 3352, 5.097716
SLC25A41, 12711, 5.092993
RSRC1, 12026, 5.092571
LY6D, 7839, 5.091455
EEF2K, 3991, 5.087109
FAM162B, 4507, 5.085919
FAM106A, 4441, 5.082765
SAP30, 12137, 5.082506
BAK1, 1239, 5.080202
FSTL4, 5015, 5.077334
ANKRD62, 643, 5.075211
E2F6, 3931, 5.074804
ADO, 300, 5.073773
FAXC, 4684, 5.073154
PTCHD4, 11059, 5.068871
BHLHE40, 1353, 5.068556
SLC30A7, 12760, 5.067414
DYNC2H1, 3909, 5.066712
TBR1, 13870, 5.066608
MICU3, 8315, 5.066491
ELAVL4, 4112, 5.065419
SH3BP1, 12494, 5.064727
UBQLN4, 15072, 5.060102
FAM20C, 4563, 5.058721
TPST2, 14592, 5.057104
DPH3, 3792, 5.055756
CUL3, 3210, 5.054552
NECAB3, 9040, 5.053439
MIOS, 8337, 5.050550
LINC02210, 7424, 5.050167
SETDB1, 12423, 5.046289
ARHGEF7, 851, 5.044065
UGCG, 15108, 5.043289
ZNF654, 16182, 5.042115
GPR158, 5543, 5.041591
SPARCL1, 13219, 5.041117
RRP12, 11999, 5.036972
GSK3B, 5665, 5.036064
CAMK1D, 1874, 5.035190
PRKAB1, 10850, 5.034966
PPIL2, 10693, 5.034000
TMEM170B, 14267, 5.031966
SNRNP35, 13083, 5.030475
ADRB1, 314, 5.029953
RNF208, 11764, 5.025942
LRRC14, 7722, 5.022150
DUXAP9, 3897, 5.017628
IFT57, 6340, 5.016768
P2RX6P, 9744, 5.012408
SLCO2A1, 12902, 5.012352
CA7, 1803, 5.010263
ABLIM2, 91, 5.009364
ZNF787, 16290, 5.006230
MTRF1L, 8699, 5.005681
LPCAT4, 7680, 5.004743
DGCR9, 3545, 5.003776
P4HTM, 9760, 4.998062
NPAS1, 9287, 4.997000
PPP1R3E, 10746, 4.995341
ELMO3, 4125, 4.990329
ZNF143, 15860, 4.990141
SNCB, 13055, 4.988641
KY, 7138, 4.987277
FCRLB, 4770, 4.982821
GABRG2, 5105, 4.981879
PAPSS2, 9824, 4.981668
USP9Y, 15247, 4.981613
TMX4, 14446, 4.980596
MYC, 8751, 4.978993
ADAM23, 218, 4.977879
CKB, 2661, 4.976463
TMEM155, 14252, 4.971871
EEF1AKMT2, 3980, 4.970457
AFAP1L1, 325, 4.970180
HIST1H1D, 5955, 4.968541
HACE1, 5780, 4.965785
RACGAP1, 11293, 4.965161
MCTS1, 8128, 4.964468
PRPS2, 10922, 4.963603
SCN1B, 12216, 4.963473
PPFIA4, 10672, 4.962475
CERK, 2467, 4.961512
PGC, 10158, 4.961149
UBE2F-SCLY, 15021, 4.960954
GPLD1, 5516, 4.960919
COL6A1, 2886, 4.960247
CYP2E1, 3295, 4.958390
ENPP5, 4204, 4.958079
KCNJ9, 6768, 4.957707
ABCB10, 38, 4.954028
CCSER1, 2183, 4.951536
VILL, 15313, 4.951442
FBXW7, 4752, 4.950788
PCDHB18P, 9924, 4.949981
ACSL3, 158, 4.949443
LRRFIP1, 7775, 4.949145
ARL6IP5, 888, 4.946872
C1RL, 1631, 4.946771
GOT1, 5479, 4.942905
FLYWCH1, 4900, 4.942763
METTL24, 8229, 4.940275
ADCY1, 255, 4.935104
VCX3B, 15298, 4.932654
ARID5B, 862, 4.932162
ARHGAP29, 813, 4.932013
FAM168B, 4514, 4.929748
TVP23C, 14942, 4.928482
ZBTB11, 15652, 4.923915
TNFAIP1, 14449, 4.923260
PNMA3, 10528, 4.922747
SEMA4C, 12334, 4.922053
MGLL, 8292, 4.920454
NR2F1-AS1, 9357, 4.919770
UBP1, 15069, 4.918839
CLP1, 2737, 4.917035
GOT2, 5480, 4.915748
STS, 13553, 4.914122
PAK5, 9796, 4.913592
MCF2L2, 8105, 4.910101
TSPAN9, 14815, 4.909709
FDX1, 4774, 4.907867
RHBDL3, 11626, 4.903449
C6orf136, 1744, 4.902449
TNFRSF25, 14464, 4.901192
AMMECR1L, 529, 4.900621
VSTM2A, 15379, 4.900409
NHLRC2, 9138, 4.896792
YPEL3, 15618, 4.894948
SLC5A6, 12859, 4.894327
FECH, 4777, 4.894255
SLC36A1, 12793, 4.893740
CIDEA, 2638, 4.892146
CABLES2, 1811, 4.886591
TRMT61B, 14742, 4.885986
FAM78B, 4625, 4.882451
LINC00515, 7351, 4.882097
HHATL, 5921, 4.877331
DENND5B, 3519, 4.876595
MYADML2, 8741, 4.874003
COASY, 2846, 4.872994
SNTB2, 13101, 4.865967
HDDC3, 5852, 4.861755
RAD52, 11307, 4.860924
HEXB, 5907, 4.860535
GCNT4, 5201, 4.858323
PRMT7, 10890, 4.856343
SATB2, 12156, 4.854658
EPN3, 4258, 4.854540
MKRN2, 8370, 4.853613
ZNF692, 16214, 4.853399
GALNT13, 5129, 4.851170
TIRAP, 14120, 4.850528
SNHG14, 13065, 4.848351
ZNF136, 15853, 4.848205
EIF2B5, 4063, 4.846393
BMS1P14, 1407, 4.845447
NGEF, 9133, 4.842872
LOC105379477, 7548, 4.838264
GK, 5308, 4.838136
STARD5, 13485, 4.837603
C9orf3, 1785, 4.837236
RNF111, 11721, 4.834545
MET, 8213, 4.834282
HMGB2, 6058, 4.833675
MRPL45, 8553, 4.833561
TRMT9B, 14743, 4.829761
ZNF8, 16298, 4.827230
RASA4, 11376, 4.825091
DPY19L2P1, 3812, 4.823574
LRRC37A4P, 7738, 4.823550
IRF3, 6556, 4.820294
MTO1, 8692, 4.819880
PPP3CA, 10770, 4.819129
SLC9A1, 12890, 4.818485
DCLK1, 3400, 4.818463
AKT3, 446, 4.814065
UNC79, 15146, 4.812213
LYRM7, 7867, 4.810932
SH3BP5L, 12498, 4.810434
LYPLA1, 7860, 4.809609
HSD17B11, 6182, 4.807218
PDCD7, 10006, 4.806200
PPM1L, 10709, 4.805557
MAGI1, 7921, 4.804847
ATXN7L3B, 1161, 4.803213
FAP, 4663, 4.800839
KBTBD12, 6711, 4.797598
NTN4, 9438, 4.797540
RRN3P3, 11996, 4.796304
HYLS1, 6260, 4.794716
ANAPC4, 552, 4.792386
BTBD8, 1493, 4.791848
DPY19L2P2, 3813, 4.791388
ARAP3, 776, 4.790145
RGS7, 11614, 4.789327
GABPB1-IT1, 5092, 4.786191
DEPDC5, 3524, 4.785920
SCN1A, 12215, 4.785780
TGFBRAP1, 14026, 4.785237
OSBPL3, 9684, 4.784164
TCTEX1D1, 13930, 4.784023
SPDYE16, 13254, 4.781265
CLSTN1, 2746, 4.779800
ZNF385D, 15993, 4.778562
USPL1, 15248, 4.778122
ZBTB4, 15671, 4.776629
ZDHHC17, 15731, 4.775466
VCX2, 15297, 4.775339
ZBTB21, 15660, 4.773742
RFPL3, 11567, 4.772735
MICAL3, 8309, 4.771938
TENT4A, 13969, 4.771435
MGP, 8295, 4.770862
GABRA4, 5097, 4.770498
UQCRH, 15173, 4.769791
LOC101928433, 7533, 4.768986
ARHGAP26, 807, 4.768192
EED, 3976, 4.767343
GAS8, 5168, 4.764127
NR3C1, 9361, 4.760432
NUDT22, 9473, 4.760136
TUBGCP5, 14926, 4.758824
C16orf91, 1583, 4.758769
GK3P, 5309, 4.758678
FOXK1, 4956, 4.754817
SIPA1L2, 12577, 4.751891
ZNF148, 15862, 4.751798
RCN3, 11495, 4.751618
LINC00667, 7365, 4.751167
SRPK1, 13374, 4.748825
GSTT2, 5686, 4.745798
NPR3, 9331, 4.745772
2019/3/2, 8034, 4.745490
DMRT3, 3663, 4.744093
INA, 6446, 4.744046
STXBP5L, 13579, 4.742031
HMBS, 6052, 4.739138
SNRPN, 13098, 4.735578
PPM1H, 10706, 4.729390
